Bdl;Tpl/Str;Typ - undertyp;UNE;Spår nr;Ägare;B-klass;Mall;Benämning;Km + m fr;Km + m ti;OFP-Bes.
418;SÖÖ;Spårväxel - EV-UIC60-1200-1:18,5;u;6;Öst;B5;Ja;109;36+ 893;36+ 925;2014-12-07
418;SÖÖ;Spårväxel - EV-UIC60-1200-1:18,5;n;7;Öst;B5;Ja;107;36+ 892;36+ 925;2014-12-07
418;SÖÖ;Spårväxel - EV-UIC60-760-1:15;n;7;Öst;B5;Ja;104;36+ 803;36+ 829;2014-12-07
418;SÖÖ;Spårväxel - EV-UIC60-760-1:15;u;6;Öst;B5;Ja;103;36+ 711;36+ 736;2014-12-07
418;SÖÖ;Spårväxel - EV-UIC60-760-1:15;u;6;Öst;B5;Ja;102;36+ 632;36+ 657;2014-12-07
418;SÖÖ;Spårväxel - EV-UIC60-760-1:15;;101-102;Öst;B5;Ja;101;36+ 563;36+ 592;2014-12-07
418;MSJ;Spårväxel - EV-UIC60-760-1:15;n;1;Öst;B5;Ja;132;30+ 485;30+ 510;2014-12-07
418;MSJ;Spårväxel - EV-UIC60-760-1:15;u;2;Öst;B5;Ja;131;30+ 392;30+ 417;2014-12-07
418;MSJ;Spårväxel - EV-UIC60-300-1:9;u;2;Öst;B5;Ja;134;30+ 353;30+ 370;2014-12-07
418;MSJ;Spårväxel - EV-UIC60-760-1:15;u;2;Öst;B5;Ja;102;30+ 298;30+ 323;2014-12-07
418;MSJ;Spårväxel - EV-UIC60-760-1:15;n;1;Öst;B5;Ja;101;30+ 205;30+ 230;2014-12-07
418;SÖÖ;Spårväxel - EVR-UIC60-2500-1:27,5;e;5;Öst;B4;Ja;144;3+ 500;3+ 546;2014-12-07
418;SÖÖ;Spårväxel - EV-UIC60-760-1:14;u1;5;Öst;B4;Ja;142;3+ 383;3+ 410;2014-12-07
418;SÖÖ;Spårväxel - EV-UIC60-760-1:15;u1;5;Öst;B5;Ja;113;2+  72;2+  97;2014-12-07
418;SÖÖ;Spårväxel - EV-UIC60-760-1:15;n1;8;Öst;B5;Ja;111;2+  58;2+  83;2014-12-07
418;BJN;Spårväxel - EV-UIC60-760-1:15;u;2;Öst;B5;Ja;132;18+ 484;18+ 510;2014-12-07
418;BJN;Spårväxel - EV-UIC60-760-1:15;n;1;Öst;B5;Ja;131;18+ 396;18+ 422;2014-12-07
418;BJN;Spårväxel - EV-UIC60-760-1:15;n;1;Öst;B5;Ja;102;18+ 288;18+ 317;2014-12-07
418;BJN;Spårväxel - EV-UIC60-760-1:15;u;2;Öst;B5;Ja;101;18+ 219;18+ 244;2014-12-07
909;HM;Spårväxel - EV-SJ43-5,9-1:9;;334;Syd;B1;Ja;75;533+ 750;533+ 762;2012-08-28
419;TÄL;Spårväxel - EV-SJ50-11-1:9;e1;105;Öst;B3;Ja;583;5+ 554;5+ 566;2013-11-01
909;HM;Spårväxel - EV-SJ41-5,9-1:9;;308;Syd;B1;Ja;69;533+ 662;533+ 673;2012-08-28
419;TÄL;Spårväxel - EV-SJ50-11-1:9;e2;581-582;Öst;B3;Ja;581;5+ 293;5+ 311;2013-11-01
909;HM;Spårväxel - EV-SJ41-4,5-1:9;;334;Syd;B1;Ja;73;533+ 658;533+ 669;2012-08-28
909;HM;Spårväxel - EV-SJ43-5,9-1:9;;334;Syd;B1;Ja;67;533+ 631;533+ 649;2012-08-28
909;HM;Spårväxel - EV-SJ50-5,9-1:9;;311;Syd;B1;Ja;86;533+ 630;533+ 642;2012-08-28
909;HM;Spårväxel - EV-SJ50-11-1:9;;311;Syd;B1;Ja;70;533+ 587;533+ 598;2012-08-28
909;HM;Spårväxel - EV-SJ43-5,9-1:9;;334;Syd;B1;Ja;65;533+ 583;533+ 595;2012-08-28
909;HM;Spårväxel - EV-SJ50-5,9-1:9;;314;Syd;B1;Ja;93;533+ 580;533+ 592;2012-08-28
909;HM;Spårväxel - EV-SJ50-5,9-1:9;;317;Syd;B1;Ja;87;533+ 568;533+ 580;2012-08-28
909;HM;Spårväxel - EV-SJ50-5,9-1:9;;313;Syd;B1;Ja;91;533+ 555;533+ 567;2012-08-28
909;HM;Spårväxel - EV-SJ50-11-1:9;;311;Syd;B1;Ja;74;533+ 538;533+ 549;2012-08-28
909;HM;Spårväxel - EV-SJ50-5,9-1:9;;317;Syd;B1;Ja;89;533+ 526;533+ 538;2012-08-28
419;ÖJ;Spårväxel - EV-UIC60-1200-1:18,5;u;3;Öst;B5;Ja;708;207+ 449;207+ 482;2014-10-29
419;ÖJ;Spårväxel - EV-UIC60-1200-1:18,5;n;2;Öst;B5;Ja;707;207+ 301;207+ 334;2014-10-29
419;ÖJ;Spårväxel - EV-UIC60-760-1:14;n;2;Öst;B5;Ja;702;207+ 136;207+ 163;2014-10-29
419;SKMS;Spårväxel - EV-UIC60-760-1:14;e;124;Öst;B3;Ja;652;207+  89;207+ 116;2013-11-01
419;ÖJ;Spårväxel - EV-UIC60-760-1:14;u;3;Öst;B5;Ja;701;207+  69;207+  96;2014-10-29
419;TÄL;Spårväxel - EV-UIC60-760-1:15;n;2;Öst;B5;Ja;584;205+  15;205+  40;2014-10-29
419;TÄL;Spårväxel - EV-UIC60-760-1:15;u;3;Öst;B5;Ja;582;204+ 714;204+ 739;2014-10-29
419;HPBG;Spårväxel - EV-UIC60-300-1:9;u2;7;Öst;B4;Ja;108;201+ 594;201+ 610;2014-10-29
419;HPBG;Spårväxel - EV-UIC60-760-1:15;;114-113;Öst;B4;Ja;113;201+ 524;201+ 553;2014-10-29
419;HPBG;Spårväxel - EV-UIC60-760-1:15;;114-113;Öst;B4;Ja;114;201+ 486;201+ 515;2014-10-29
419;HPBG;Spårväxel - EV-UIC60-1200-1:18,5;n;2;Öst;B5;Ja;188;200+ 403;200+ 435;2014-10-29
419;HPBG;Spårväxel - EV-UIC60-1200-1:18,5;u;3;Öst;B5;Ja;187;200+ 288;200+ 320;2014-10-29
419;HPBG;Spårväxel - EV-SJ50-300-1:9;;189-190;Öst;B3;Ja;190;200+ 275;200+ 292;2013-11-01
419;HPBG;Spårväxel - EV-UIC60-300-1:9;u;3;Öst;B5;Ja;186;200+ 266;200+ 283;2014-10-29
909;HM;Spårväxel - EV-SJ50-11-1:9;;326;Syd;B1;Ja;76;533+ 518;533+ 529;2012-08-28
909;HM;Spårväxel - EV-SJ50-11-1:9;;311;Syd;B1;Ja;80;533+ 509;533+ 520;2012-08-28
909;HM;Spårväxel - EV-SJ50-11-1:9;;328;Syd;B1;Ja;82;533+ 489;533+ 500;2012-08-28
909;HM;Spårväxel - EV-SJ50-7,85-1:4,8-SYM;;328;Syd;B1;Ja;68;533+ 458;533+ 470;2012-08-27
909;HM;Spårväxel - EV-SJ50-11-1:9;;323;Syd;B1;Ja;84;533+ 456;533+ 474;2012-08-27
909;HM;Spårväxel - EV-SJ43-5,9-1:12;;321;Syd;B1;Ja;16;533+ 403;533+ 425;2012-08-27
909;HM;Spårväxel - EV-SJ43-5,9-1:9;;320;Syd;B1;Ja;6;533+ 374;533+ 392;2012-08-27
909;HM;Spårväxel - EV-SJ50-11-1:9;;321;Syd;B1;Ja;12;533+ 330;533+ 347;2012-08-27
909;HM;Spårväxel - EV-SJ50-12-1:12;;328;Syd;B1;Ja;4;533+ 313;533+ 323;2012-08-27
932;PT;Spårväxel - EV-UIC60-760-1:15;e;1;Syd;B4;Ja;21a;24+ 162;24+ 191;2014-08-27
932;VTO;Spårväxel - EV-UIC60-500-1:12;e;3;Syd;B4;Ja;22;18+ 167;18+ 188;2014-08-27
932;VTO;Spårväxel - EV-SJ50-11-1:9;e;3;Syd;B4;Ja;21;17+ 366;17+ 378;2014-08-27
932;TY;Spårväxel - EV-UIC60-760-1:15;e;1;Syd;B4;Ja;22;12+ 326;12+ 351;2014-08-27
932;TY;Spårväxel - EV-SJ50-11-1:9;e;1;Syd;B4;Ja;21;11+ 554;11+ 566;2014-08-27
940;KG;Spårväxel - EV-UIC60-1200-1:18,5;n;14;Syd;B4;Ja;131;43+ 119;43+ 151;2014-08-28
940;KG;Spårväxel - EV-UIC60-1200-1:18,5;n;14;Syd;B4;Ja;134;43+  66;43+  99;2014-08-28
940;KG;Spårväxel - EV-UIC60-1200-1:18,5;u;13;Syd;B4;Ja;133;42+ 951;42+ 983;2014-08-28
940;KG;Spårväxel - EV-UIC60-300-1:9;u;13;Syd;B4;Ja;138;41+ 971;41+ 988;2014-08-28
940;KG;Spårväxel - EV-UIC60-760-1:15;n;4;Syd;B4;Ja;142;41+ 905;41+ 934;2014-08-28
940;KG;Spårväxel - EV-UIC60-300-1:9;u;3;Syd;B4;Ja;139;41+ 901;41+ 917;2014-08-28
940;KG;Spårväxel - EV-UIC60-760-1:15;n;4;Syd;B4;Ja;109;41+ 199;41+ 228;2014-08-28
940;KG;Spårväxel - EV-UIC60-1200-1:18,5;u;3;Syd;B4;Ja;105;40+ 668;40+ 701;2014-08-28
940;KG;Spårväxel - EV-UIC60-1200-1:18,5;u;3;Syd;B4;Ja;104;40+ 578;40+ 611;2014-08-28
910;TÖ;Spårväxel - EV-60E-760-1:15;;1;Syd;B2;Ja;32a;554+ 988;555+  16;2012-03-20
910;TÖ;Spårväxel - EV-60E-760-1:15;;1;Syd;B2;Ja;31b;554+ 363;554+ 392;2012-03-20
910;VÄD;Spårväxel - EV-UIC60-300-1:9;;sky.spår;Syd;B2;Ja;137;552+ 295;552+ 312;
910;VÄD;Spårväxel - EV-UIC60-300-1:9;;135-136;Syd;B2;Ja;135;552+ 295;552+ 312;
910;VÄD;Spårväxel - EV-UIC60-300-1:9;;107-108;Syd;B2;Ja;108;551+ 466;551+ 483;
910;VÄD;Spårväxel - EV-UIC60-300-1:9;;105-106;Syd;B2;Ja;106;551+ 466;551+ 482;
940;KG;Spårväxel - EV-UIC60-1200-1:18,5;n;4;Syd;B4;Ja;103;40+ 493;40+ 526;2014-08-28
940;KG;Spårväxel - EV-UIC60-1200-1:18,5;n;4;Syd;B4;Ja;102;40+ 436;40+ 468;2014-08-28
942;CR;Spårväxel - DKV-SJ50-7,641/9,375-1:9;e1;3;Syd;B2;Ja;123/120;29+ 466;29+ 484;2012-09-06
969;SI;Spårväxel - EV-SJ43-11-1:9;e;1;Syd;B3;Ja;3;95+ 892;95+ 903;2013-09-02
969;SI;Spårväxel - EV-SJ43-11-1:9;e;1;Syd;B3;Ja;1;95+ 769;95+ 780;2013-09-02
969;SI;Spårväxel - EV-SJ43-11-1:9;;5;Syd;B3;Ja;11;95+ 159;95+ 177;2013-09-02
969;GSS;Spårväxel - EV-SJ43-11-1:9;e;1;Syd;B3;Ja;7;84+ 829;84+ 840;2013-09-02
969;KÖP;Spårväxel - EV-SJ50-11-1:9;e1;2;Syd;B3;Ja;12;68+ 175;68+ 187;2013-09-02
969;KÖP;Spårväxel - EV-SJ50-11-1:9;e1;2;Syd;B3;Ja;5;67+ 734;67+ 751;2013-09-02
969;TLI;Spårväxel - EV-SJ50-11-1:9;e;2;Syd;B3;Ja;9;56+ 747;56+ 758;2013-09-02
969;TLI;Spårväxel - EV-SJ50-11-1:9;e;2;Syd;B3;Ja;7;56+ 693;56+ 705;2013-09-02
969;TLI;Spårväxel - EV-SJ34-5,7-1:9;;6;Syd;B3;Ja;21;56+ 269;56+ 280;2013-09-02
909;HM;Spårväxel - EV-SJ50-11-1:9;e;mrd;Syd;B3;Ja;456;71+ 456;71+ 473;2013-09-17
909;HM;Spårväxel - EV-SJ50-11-1:9;e;mrd;Syd;B3;Ja;452;71+ 409;71+ 420;2013-09-17
909;HM;Spårväxel - EV-UIC60-1200-1:18,5;u;4a;Syd;B3;Ja;560;535+ 381;535+ 413;2013-09-17
909;HM;Spårväxel - EV-UIC60-1200-1:18,5;n;3a;Syd;B3;Ja;559;535+ 274;535+ 306;2013-09-17
909;HM;Spårväxel - EV-UIC60-760-1:15;n;3a;Syd;B3;Ja;556;535+ 158;535+ 186;2013-09-17
909;HM;Spårväxel - EV-UIC60-760-1:15;u;4a;Syd;B3;Ja;555;535+ 101;535+ 126;2013-09-17
419;HPBG;Spårväxel - EV-SJ50-300-1:9;;189-190;Öst;B3;Ja;189;200+ 252;200+ 268;2013-11-01
909;HM;Spårväxel - EV-UIC60-1200-1:18,5;n;3a;Syd;B3;Ja;548;535+  86;535+ 119;2013-09-17
909;HM;Spårväxel - SPK-SJ50-1:4,44;;551-552;Syd;B3;Ja;sk 5;535+  16;535+  16;2013-09-17
909;HM;Spårväxel - EV-BV50-225/190-1:9;u;4a;Syd;B3;Ja;554;535+  12;535+  23;2013-09-17
909;HM;Spårväxel - DKV-S54-190-1:9;u;4a;Syd;B3;Ja;551/550;534+ 957;534+ 974;2013-09-17
909;HM;Spårväxel - EV-BV50-225/480-1:12;u;4a;Syd;B3;Ja;544;534+ 946;534+ 956;2013-09-17
909;HM;Spårväxel - DKV-S54-190-1:9;;469-471;Syd;B3;Ja;469/468;534+ 224;534+ 241;2013-09-17
909;HM;Spårväxel - EV-SJ50-11-1:9 kryss;;336;Syd;B3;Ja;464;534+ 179;534+ 191;2013-09-17
909;HM;Spårväxel - SPK-SJ50-1:4,44;;21;Syd;B3;Ja;sk 3;534+ 159;534+ 159;2013-09-17
909;HM;Spårväxel - EV-SJ50-11-1:9;;23;Syd;B3;Ja;459;534+ 110;534+ 121;2013-09-17
909;HM;Spårväxel - EV-SJ50-11-1:9;n;19;Syd;B3;Ja;461;534+  81;534+  93;2013-09-17
419;HPBG;Spårväxel - EV-BV50-300-1:9;n1;4;Öst;B3;Ja;185;200+ 196;200+ 212;2013-11-01
419;HPBG;Spårväxel - EV-BV50-300-1:9;n1;4;Öst;B3;Ja;184;200+ 179;200+ 196;2013-11-01
419;HPBG;Spårväxel - EV-SJ50-300-1:9;n1;5;Öst;B3;Ja;183;200+ 122;200+ 139;2013-11-01
419;HPBG;Spårväxel - EV-SJ50-300-1:9;u1;175-176;Öst;B3;Ja;176;200+  89;200+ 106;2013-11-01
419;HPBG;Spårväxel - EV-SJ50-300-1:9;u1;6;Öst;B3;Ja;175;200+  49;200+  66;2013-11-01
419;HPBG;Spårväxel - EV-SJ50-300-1:9;u1;6;Öst;B3;Ja;178;200+  33;200+  49;2013-11-01
419;HPBG;Spårväxel - EV-UIC60-300-1:9;n;2;Öst;B5;Ja;168;200+  27;200+  43;2014-10-29
419;HPBG;Spårväxel - EV-SJ50-300-1:9;n1;5;Öst;B3;Ja;177;199+ 973;199+ 990;2013-11-01
419;HPBG;Spårväxel - EV-UIC60-300-1:9;u;3;Öst;B5;Ja;167;199+ 970;199+ 987;2014-10-29
909;HM;Spårväxel - EV-SJ50-12-1:15;e;6a;Syd;B3;Ja;552;0+ 555;0+ 573;2013-09-17
419;HPBG;Spårväxel - EV-SJ50-300-1:9;;163-164;Öst;B3;Ja;164;199+ 940;199+ 956;2013-11-01
419;HPBG;Spårväxel - EV-SJ50-11-1:9;;4;Öst;B3;Ja;163;199+ 897;199+ 908;2013-11-01
419;HPBG;Spårväxel - EV-SJ50-300-1:9;u1;6;Öst;B3;Ja;179;199+ 883;199+ 900;2013-11-01
419;HPBG;Spårväxel - EV-BV50-300-1:9;;4;Öst;B3;Ja;162;199+ 880;199+ 897;2013-11-01
419;HPBG;Spårväxel - EV-SJ50-300-1:9;u1;6;Öst;B3;Ja;166;199+ 866;199+ 883;2013-11-01
419;HPBG;Spårväxel - EV-BV50-300-1:9;n1;5a;Öst;B3;Ja;192;199+ 844;199+ 861;2013-11-01
909;HM;Spårväxel - EV-SJ50-12-1:12;e1;cr;Syd;B3;Ja;473;0+ 355;0+ 374;2013-09-17
419;HPBG;Spårväxel - EV-UIC60-300-1:9;u;3;Öst;B5;Ja;161;199+ 818;199+ 834;2014-10-29
419;HPBG;Spårväxel - EV-BV50-225/190-1:9;u1;7;Öst;B3;Ja;165;199+ 809;199+ 820;2013-11-01
419;HPBG;Spårväxel - EV-UIC60-300-1:9;u;3;Öst;B5;Ja;160;199+ 794;199+ 810;2014-10-29
720;RYM;Spårväxel - EV-SJ50-11-1:9;e;1;Syd;B4;Ja;22;201+ 580;201+ 592;2014-09-12
419;HPBG;Spårväxel - EV-SJ50-300-1:9;;8;Öst;B3;Ja;172;199+ 766;199+ 783;2013-11-01
419;HPBG;Spårväxel - EV-UIC60-300-1:9;n;2;Öst;B5;Ja;159;199+ 738;199+ 754;2014-10-29
419;HPBG;Spårväxel - EV-BV50-300-1:9;;4;Öst;B3;Ja;142;199+ 604;199+ 620;2013-11-01
419;HPBG;Spårväxel - EV-UIC60-300-1:9;u;3;Öst;B5;Ja;141;199+ 563;199+ 580;2014-10-28
419;HPBG;Spårväxel - EV-SJ50-300-1:9;;6;Öst;B3;Ja;146;199+ 543;199+ 559;2013-11-01
419;HPBG;Spårväxel - EV-SJ50-300-1:9;n1;5;Öst;B3;Ja;145;199+ 486;199+ 503;2013-11-01
419;HPBG;Spårväxel - EV-SJ50-300-1:9;n1;5;Öst;B3;Ja;148;199+ 469;199+ 486;2013-11-01
419;HPBG;Spårväxel - EV-SJ50-300-1:9;;6;Öst;B3;Ja;147;199+ 414;199+ 431;2013-11-01
419;HPBG;Spårväxel - EV-UIC60-300-1:9;;151-152;Öst;B5;Ja;152;199+ 364;199+ 380;2014-10-28
419;HPBG;Spårväxel - EV-UIC60-300-1:9;u;3;Öst;B5;Ja;122;199+ 243;199+ 259;2014-10-28
419;HPBG;Spårväxel - EV-UIC60-300-1:9;n;2;Öst;B5;Ja;121;199+ 186;199+ 203;2014-10-28
419;HPBG;Spårväxel - EV-UIC60-300-1:9;u1;7;Öst;B3;Ja;120;199+ 185;199+ 202;2013-11-01
419;HPBG;Spårväxel - EV-UIC60-300-1:9;n1;5;Öst;B3;Ja;139;199+ 169;199+ 186;2013-11-01
419;HPBG;Spårväxel - EV-UIC60-300-1:9;n;2;Öst;B5;Ja;125;199+ 141;199+ 158;2014-10-28
419;HPBG;Spårväxel - EV-UIC60-300-1:9;n;2;Öst;B5;Ja;124;199+ 123;199+ 140;2014-10-28
720;RYM;Spårväxel - EV-SJ50-11-1:9;;2;Syd;B4;Ja;21;200+ 885;200+ 903;2014-09-12
419;HPBG;Spårväxel - EV-UIC60-500-1:12;n1;5;Öst;B3;Ja;119;199+ 114;199+ 135;2013-11-01
419;HPBG;Spårväxel - EV-UIC60-300-1:9;u1;7;Öst;B3;Ja;117;199+  98;199+ 115;2013-11-01
419;HPBG;Spårväxel - EV-UIC60-300-1:9;n1;5;Öst;B3;Ja;112;199+  98;199+ 114;2013-11-01
419;HPBG;Spårväxel - EV-UIC60-300-1:9;n;2;Öst;B5;Ja;102;199+  84;199+ 101;2014-10-28
419;HPBG;Spårväxel - EV-UIC60-300-1:9;u;3;Öst;B5;Ja;123;199+  66;199+  83;2014-10-28
419;HPBG;Spårväxel - EV-UIC60-300-1:9;n1;5;Öst;B3;Ja;106;199+  59;199+  76;2013-11-01
419;HPBG;Spårväxel - EV-UIC60-300-1:9;u1;7;Öst;B3;Ja;111;199+  33;199+  50;2013-11-01
419;HPBG;Spårväxel - EV-UIC60-500-1:12;u1;7;Öst;B4;Ja;116;199+   6;199+  26;2014-10-28
720;BOR;Spårväxel - EV-BV50-600-1:15;e;1;Syd;B4;Ja;22;184+   2;184+  20;2014-09-12
720;BOR;Spårväxel - EV-SJ50-12-1:15;e;1;Syd;B4;Ja;21;183+ 447;183+ 466;2014-09-12
813;GÅP;Spårväxel - EV-UIC60-1200-1:18,5;u;3;Syd;B5;Ja;132;432+ 153;432+ 186;2014-09-16
813;GÅP;Spårväxel - EV-UIC60-1200-1:18,5;n;2;Syd;B5;Ja;131;432+  69;432+ 102;2014-09-16
813;GÅP;Spårväxel - EV-UIC60-760-1:15;n;2;Syd;B5;Ja;136;431+ 806;431+ 832;2014-09-16
813;GÅP;Spårväxel - EV-UIC60-760-1:15;n;2;Syd;B5;Ja;105;430+ 874;430+ 899;2014-09-16
813;GÅP;Spårväxel - EV-UIC60-1200-1:18,5;n;2;Syd;B5;Ja;102;430+ 789;430+ 822;2014-09-16
813;GÅP;Spårväxel - EV-UIC60-1200-1:18,5;u;3;Syd;B5;Ja;101;430+ 702;430+ 734;2014-09-16
813;MO;Spårväxel - EV-UIC60-1200-1:18,5;n;1;Syd;B5;Ja;132;425+ 488;425+ 521;2014-09-16
813;MO;Spårväxel - EV-UIC60-1200-1:18,5;u;2;Syd;B5;Ja;131;425+ 405;425+ 437;2014-09-16
813;MO;Spårväxel - EV-UIC60-760-1:15;u;2;Syd;B5;Ja;136;424+ 923;424+ 949;2014-09-16
813;MO;Spårväxel - EV-UIC60-760-1:15;u;2;Syd;B5;Ja;105;423+ 994;424+  18;2014-09-16
813;MO;Spårväxel - EV-UIC60-1200-1:18,5;u;2;Syd;B5;Ja;102;423+ 708;423+ 740;2014-09-16
813;MO;Spårväxel - EV-UIC60-1200-1:18,5;n;1;Syd;B5;Ja;101;423+ 592;423+ 624;2014-09-16
813;LNS;Spårväxel - EV-UIC60-1200-1:18,5;n;1;Syd;B5;Ja;132b;416+ 834;416+ 867;2014-09-16
813;LNS;Spårväxel - EV-UIC60-1200-1:18,5;u;2;Syd;B5;Ja;132a;416+ 718;416+ 750;2014-09-16
813;LNS;Spårväxel - EV-UIC60-1200-1:18,5;u;2;Syd;B5;Ja;101b;416+ 665;416+ 698;2014-09-16
813;LNS;Spårväxel - EV-UIC60-1200-1:18,5;n;1;Syd;B5;Ja;101a;416+ 583;416+ 616;2014-09-16
813;GRD;Spårväxel - EV-UIC60-1200-1:18,5;u;3;Syd;B5;Ja;132;408+ 128;408+ 161;2014-09-16
813;GRD;Spårväxel - EV-UIC60-1200-1:18,5;n;2;Syd;B5;Ja;131;408+  40;408+  72;2014-09-16
813;GRD;Spårväxel - EV-UIC60-760-1:15;n;2;Syd;B5;Ja;136;407+ 997;408+  20;2014-09-16
813;GRD;Spårväxel - EV-UIC60-760-1:15;n;2;Syd;B5;Ja;105;407+  67;407+  92;2014-09-16
813;GRD;Spårväxel - EV-UIC60-1200-1:18,5;;101-102;Syd;B5;Ja;102;406+ 983;407+  19;2014-09-16
813;GRD;Spårväxel - EV-UIC60-1200-1:18,5;u;3;Syd;B5;Ja;101;406+ 900;406+ 932;2014-09-16
813;RK;Spårväxel - EV-UIC60-1200-1:18,5;n;1;Syd;B5;Ja;132b;398+ 653;398+ 686;2014-09-16
813;RK;Spårväxel - EV-UIC60-1200-1:18,5;u;2;Syd;B5;Ja;132a;398+ 536;398+ 569;2014-09-16
813;RK;Spårväxel - EV-UIC60-1200-1:18,5;u;2;Syd;B5;Ja;101b;398+ 484;398+ 516;2014-09-16
813;RK;Spårväxel - EV-UIC60-1200-1:18,5;n;1;Syd;B5;Ja;101a;398+ 368;398+ 401;2014-09-16
814;ÄH;Spårväxel - EV-UIC60-1200-1:18,5;;131-132;Syd;B5;Ja;132;484+ 685;484+ 718;2014-09-19
814;ÄH;Spårväxel - EV-UIC60-1200-1:18,5;u;2;Syd;B5;Ja;131;484+ 603;484+ 635;2014-09-19
814;ÄH;Spårväxel - EV-SJ50-11-1:9;;3;Syd;B3;Ja;140;484+ 154;484+ 166;2013-09-24
814;ÄH;Spårväxel - EV-UIC60-300-1:9;u;2;Syd;B5;Ja;136;484+ 153;484+ 170;2014-09-19
814;ÄH;Spårväxel - DKV-SJ50-7,641/9,375-1:9;;4;Syd;B3;Ja;135/138;484+  96;484+ 113;2013-09-24
814;ÄH;Spårväxel - EV-UIC60-300-1:9;n;1;Syd;B5;Ja;123;484+   5;484+  12;2014-09-19
814;ÄH;Spårväxel - EV-UIC60-300-1:9;n;1;Syd;B5;Ja;122;483+ 956;483+ 973;2014-09-19
814;ÄH;Spårväxel - EV-UIC60-300-1:9;u;2;Syd;B5;Ja;121;483+ 899;483+ 916;2014-09-19
814;ÄH;Spårväxel - EV-UIC60-300-1:9;u;2;Syd;B5;Ja;126;483+ 875;483+ 891;2014-09-19
814;ÄH;Spårväxel - EV-BV50-300-1:9;;3;Syd;B3;Ja;125;483+ 788;483+ 805;2013-09-24
814;ÄH;Spårväxel - EV-SJ50-11-1:9;;3;Syd;B3;Ja;109;483+ 297;483+ 308;2013-09-24
912;E;Spårväxel - DKV-SJ50-7,641/9,375-1:9;;5;Syd;B2;Ja;478/479;584+ 428;584+ 446;2012-03-18
912;E;Spårväxel - EV-SJ50-11-1:9;;6;Syd;B1;Ja;477;584+ 394;584+ 405;2012-03-18
912;E;Spårväxel - EV-SJ50-11-1:9;;6;Syd;B1;Ja;468;584+ 382;584+ 394;2012-03-18
912;E;Spårväxel - EV-UIC60-300-1:9;;2;Syd;B3;Ja;453;584+ 224;584+ 240;2014-02-13
912;E;Spårväxel - EV-UIC60/60E-760-1:15;;2;Syd;B3;Ja;452;584+ 164;584+ 193;2014-02-13
912;E;Spårväxel - EV-SJ50-11-1:9;;10;Syd;B1;Ja;5;584+  46;584+  63;2012-03-18
912;E;Spårväxel - EV-SJ50-11-1:9;;11;Syd;B1;Ja;4;584+  23;584+  40;2012-03-18
912;E;Spårväxel - EV-SJ50-11-1:9;;9;Syd;B1;Ja;3;584+   0;584+  17;2012-03-18
912;E;Spårväxel - EV-SJ50-11-1:9;;13;Syd;B1;Ja;2;583+ 962;583+ 979;2012-03-18
912;E;Spårväxel - EV-SJ50-11-1:9;;7;Syd;B1;Ja;1;583+ 921;583+ 939;2012-03-18
912;E;Spårväxel - EV-SJ50-11-1:9;;2;Syd;B3;Ja;440;583+ 800;583+ 811;2014-02-13
912;E;Spårväxel - EV-SJ50-11-1:9;;1;Syd;B3;Ja;438;583+ 783;583+ 795;2014-02-13
912;E;Spårväxel - SPK-SJ50-1:4,44;;437-438;Syd;B3;Ja;1;583+ 763;583+ 763;2014-02-13
912;E;Spårväxel - EV-SJ50-11-1:9;;2;Syd;B3;Ja;437;583+ 728;583+ 740;2014-02-13
912;E;Spårväxel - EV-BV50-225/190-1:9;;2;Syd;B3;Ja;432;583+ 684;583+ 702;2014-02-13
912;E;Spårväxel - EV-SJ50-11-1:9;;21;Syd;B1;Ja;426;583+ 646;583+ 663;2012-03-17
912;E;Spårväxel - EV-SJ50-11-1:9;;5;Syd;B2;Ja;425;583+ 611;583+ 622;2012-03-17
912;E;Spårväxel - EV-SJ50-11-1:9;;21;Syd;B1;Ja;423;583+ 609;583+ 621;2012-03-17
912;E;Spårväxel - EV-UIC60/60E-760-1:15;;5;Syd;B2;Ja;414;583+ 541;583+ 567;2012-03-17
912;E;Spårväxel - EV-UIC60-760-1:15;;2;Syd;B3;Ja;406;583+ 277;583+ 302;2014-02-13
912;E;Spårväxel - EV-SJ43-5,9-1:9;;21;Syd;B1;Ja;12;583+ 201;583+ 218;2012-03-17
912;E;Spårväxel - EV-SJ43-5,9-1:9;;21;Syd;B1;Ja;11;583+  89;583+ 101;2012-03-17
912;E;Spårväxel - EV-SJ43-5,9-1:9;;23;Syd;B1;Ja;10;583+  45;583+  57;2012-03-17
912;E;Spårväxel - EV-SJ50-11-1:9;e;1;Syd;B3;Ja;439;48+ 274;48+ 286;2014-02-13
912;HÖ;Spårväxel - EV-BV50-225/190-1:9;;32a-32b;Syd;B2;Ja;32a;564+ 371;564+ 388;2012-03-21
912;HÖ;Spårväxel - EV-BV50-225/190-1:9;;3;Syd;B2;Ja;36b;564+ 285;564+ 303;2012-03-21
912;LU;Spårväxel - EV-UIC60-500-1:12;n;2;Syd;B3;Ja;136;601+ 530;601+ 551;2014-02-18
912;LU;Spårväxel - EV-UIC60-500-1:12;;3;Syd;B3;Ja;143;601+ 400;601+ 421;2014-02-18
912;LU;Spårväxel - EV-BV50-225/190-1:9;;6;Syd;B3;Ja;150;601+ 390;601+ 407;2014-02-18
